	OPC-like	AC-like	MES1_like	MES2	Other	NPC-like	MES1
ID3	9.729213704194988e-05	0.0043929917073655	0.000232315291181	0.0	0.0	0.0002122653275609	0.000247194143956
NCMAP	0.0	0.0	0.0005882048758997	0.0	0.0002691574698539	0.0	0.0
CLIC4	0.0002832647689031	0.0012868488753356	0.0023092053467006	0.0010837561905512	0.0006746625352492	0.0001060360538047	0.0025361831289961
RUNX3	0.0	0.000142386598805	0.0	0.0001390877616952	0.0001351336110769	0.0002528227390334	0.0003442367365631
MAN1C1	0.0	0.0036022984447005	0.0014607774998798	0.0	2.977655207467471e-05	0.0	0.0008419375857577
STMN1	0.0016447445068078	0.0003697758391819	2.610231509632008e-05	0.0004349290210617	0.0014692381553033	0.0043532031000858	0.0001179591486327
TRIM63	0.0	0.0001272572088805	0.0	0.0001054363793654	3.199517789516244e-07	0.0	0.0
SFN	0.0	0.0003250034474355	0.0	0.0005234705453388	0.0	0.0	0.0
TENT5B	0.0	0.0019269696379515	0.0	0.0003392815941356	0.0	0.0	2.9817320996036147e-05
IFI6	0.0001172219829515	0.001155823791423	0.0009885310446565	0.0	0.0037762865087877	4.310918825946148e-05	0.0
SESN2	0.0003675321089332	0.0	4.084077824489426e-05	0.0040341377260463	0.0003297104036487	0.0001352862687414	0.0003386187491823
EPB41	0.0010938559819742	0.0001367323743017	0.0003832243525318	0.0002720657302241	0.0	0.0037274174588969	0.0004123594276569
FABP3	0.0	0.0	0.000101585118186	0.0002661281267001	0.000594392625643	0.0001376319103139	0.0
SERINC2	3.256372444443364e-05	0.0	3.626267215322123e-05	0.000597872846191	0.0	0.0002680860226529	0.0018224620572897
SPOCD1	0.0	0.0004431193996207	0.0020027666316017	0.0003731091534646	0.0	0.0	0.0024003512524618
CLSPN	0.000211658490197	0.0	0.0002022679317413	0.0001643915350461	0.0013861306363364	0.0002911020025049	0.0
COL8A2	0.0	0.0004782816675008	0.0017052121917204	0.0003667289013252	0.0002295928203004	0.0	8.911942903006191e-05
ZC3H12A	0.0	0.0004837009773895	0.0002410970062304	0.0012100779620057	0.0	0.0	0.0013920772698014
MFSD2A	0.0001982101317542	0.0007852148415896	6.089556731810717e-06	0.0014358350760399	0.0003898321842635	0.0001567554359654	0.0009995392851574
EDN2	0.0	2.7261456631817596e-05	0.0	0.0003337336490208	0.0001151355178228	2.4906617427428383e-05	9.488026539455847e-06
SLC2A1	1.439626898699778e-06	0.0	0.0	0.0058568546689089	0.0	0.0	0.0
CDC20	2.518675814755662e-05	5.639533559662587e-06	6.554251402255e-05	2.483459472277472e-05	0.001204243380046	0.0	0.0
CYP4B1	0.0	8.080570004325211e-05	0.0	0.0	2.818218894483875e-05	7.714195412839704e-06	0.0
ELAVL4	0.000827772276808	0.0	0.0	0.0	0.000289711487873	0.0048415909145885	1.2933775697480029e-05
LINC02808	0.0	2.429168474197596e-06	4.457344467919225e-05	3.4280219628461993e-05	1.3006688056680998e-05	0.0001848909002478	0.0
RAB3B	0.0003683322754284	0.0	0.0	8.479752586588379e-05	0.0010812396322391	0.0004261255056608	1.3588201802645315e-06
AL445183.2	0.0002306262800057	0.0	0.0	0.0	0.0	4.082539326279395e-06	0.0
CDCP2	5.1285675520168185e-05	1.697798985309618e-05	0.0	9.131959020177674e-06	0.0	0.0	5.104445617608041e-05
DHCR24	0.0018910935067355	0.0004213419132284	0.0011525161845027	0.0001613650243597	0.0005615669927015	0.0	0.0004835007772626
PLPP3	0.000515801488095	0.001216581073138	0.0010095048043334	0.0003190108568541	0.0011471505289327	0.0002308798476354	0.0025297781155575
TACSTD2	0.0	6.301032569518352e-05	0.0002362130057987	0.0	1.1681687392759298e-05	4.422987844155928e-06	9.504743131813382e-05
HOOK1	1.5111080822768164e-05	0.0003580962035781	1.820586600147677e-05	0.0	0.0	3.811763261765087e-05	0.0002288612707538
GADD45A	0.0	0.0010010014659022	0.0004374525008995	0.0011348080899083	0.0015725286393741	5.545923095351425e-05	0.0026004311720357
DIRAS3	0.0	0.0002568870487423	0.0019311602220274	6.538637252246245e-05	0.0003931072725642	0.0	0.0011310218773444
RPE65	0.0	0.0026098965102697	0.0	0.0	0.0001407201513069	0.0	0.0
LRRC7	4.3095866277463554e-05	0.0	0.0	0.0	0.0	0.0020581489971022	0.0
NEGR1	0.0008755323549777	0.0002945550014044	0.0	3.943975165924006e-05	0.0	0.0035963512072239	0.0
AC093158.1	5.263255084705745e-05	0.0	0.0	6.117908043167108e-05	0.0	4.8299010815603234e-06	0.0
ERICH3	0.0	0.0013146396748782	0.0003356764610317	0.0002584118709025	3.823201047731629e-05	0.0004967059569165	0.0
SLC44A5	0.0002655012875737	0.0	0.002862101829775	0.0	8.426125166136797e-05	0.0009191546125795	0.0
ASB17	4.3991919259318954e-05	3.507441183638306e-05	0.0	0.0	0.0	0.0	0.0
DNAJB4	0.000673820758235	0.0007954736288393	0.0013143278027857	0.0008830996106493	0.0007258365435104	0.0004736332443143	7.567609596381374e-05
IFI44L	0.0	0.0013277145751311	0.0004073582657405	0.0	0.0024545696762445	0.0002623041891817	0.0
ADGRL2	0.0	0.0	0.000916123068132	0.0017019733201552	0.0012171246757438	0.0	0.0007818163524599
LINC01555	7.651480869791062e-06	5.916536861178953e-06	3.360655299906552e-05	0.0	4.617640282824524e-06	0.0	0.0
LPAR3	4.584838668155227e-05	5.689159788507571e-05	4.9940109114166554e-05	0.0003047475285669	0.0	3.690600639759372e-05	0.0
CCN1	0.0	0.0007404785037683	0.0007669606207243	0.0010039049542937	0.0	0.0001203187926069	0.0027632902409336
CLCA2	3.829599263172937e-06	0.0	0.0001368867332568	4.025111002626688e-05	8.527487455287069e-06	0.0	6.033249049860595e-05
HS2ST1	0.0003443843316163	0.0002957042114804	0.0022988265308595	0.0008612410565442	0.0015493069571481	0.0004221097180235	0.0015693745597433
GBP1	0.0	0.001466512433889	0.0005455911825226	0.0007985369217885	0.002539238550442	0.0	0.0002687311084909
GBP2	0.0	0.0022540214709374	0.0006989238275682	0.0009343344667891	0.0	0.0	0.0015924824159774
GBP4	0.0	0.000571132691669	0.0	0.0	0.0021746632730093	0.0	1.0322343913709902e-05
GBP5	0.0	0.0002147987049177	0.0	0.0001726789513495	0.0004035327264433	5.905415394643599e-05	0.0001240983402084
AL627316.1	6.390735936566403e-06	0.0	1.1221435557434146e-05	7.693600433103783e-05	3.068095668118192e-05	8.229421473039291e-05	0.0
BTBD8	0.0004400580877112	0.0002698784136931	0.0001682139563423	0.0	6.792453271815927e-05	0.0031932187064422	0.0001923199589772
GCLM	5.396660184578173e-05	0.0005052927330479	0.0009083134591984	0.0020473108800706	0.0002963671271596	9.772396585675818e-05	0.0011840172905596
ARHGAP29	0.0	0.0011873494878185	0.0003017796402236	0.0007438713759121	0.0006321388235455	0.0	0.0016496466783775
F3	0.0	0.0010713889753418	0.0	0.0	0.0008239631802671	0.0	0.002949444565909
CNN3	0.0001249988255581	0.0014858695222701	0.0010808066913377	0.0010308070964323	0.0012544148428363	0.0001484063811836	0.0033396835336338
DPYD	0.0	0.0014784939408323	0.0015985098196552	0.0006957206894357	0.0	0.0	0.0021562260876808
PALMD	0.0	0.0025450004381143	0.0001256667401814	0.0003615092356021	0.0	0.0	0.0
VCAM1	0.0	0.0024771986685047	0.0001389288357711	0.0006686707275386	0.0	0.0	0.0009628568811251
COL11A1	0.0010604733160549	0.0003339350159764	0.0018349735285847	0.0	0.0	0.000587474221314	0.0
NTNG1	6.594289770527578e-05	0.0011463642459417	0.0007128623436406	0.0002526350162705	0.0003563397700715	0.0007410980341751	0.0003726048758738
CSF1	0.0	0.0007624584767656	0.0010908365536352	0.0003463303730726	0.0002318305589357	1.0156741406911336e-05	0.0026096357386781
CHI3L2	0.0	0.0018520554664937	1.8715962254682324e-05	0.0010810411203325	0.0	0.0	0.0005535222273665
ADORA3	7.528338855996944e-05	8.547966236754044e-05	0.0	0.0	4.5376987749127635e-05	4.701188501145821e-06	0.0001267287056844
KCND3	0.0006359398680252	0.0003283334075547	3.701356154949139e-05	0.0	0.0015501803507846	0.0034797887391769	0.0010930376613536
OLFML3	0.0	0.0	0.0031216311171566	0.0	0.0	0.0	0.0
SYT6	0.0005490149519307	0.0004003309609082	0.0002109155971179	0.0	3.865495887702074e-05	0.002187068669273	0.0
CD2	0.0	1.4023865124958187e-05	0.0	0.0002793280292558	4.9846780740037694e-05	0.0002630347578618	0.0004472309155667
PTGFRN	0.0001846619593418	0.0007471693511769	0.0006472127158255	0.0	0.002757844718524	0.0002123289379388	0.0026700259149337
TXNIP	0.0017465223167872	0.0	0.0008052624824165	0.0009523608846881	0.000302822939601	0.0032001209499403	0.0003358142881322
GJA5	0.0	1.7191921968103925e-05	0.0	0.0	0.0	0.0	0.0002979925457119
HIST2H2BE	0.000681466162659	0.0002539146244509	0.0003903098033951	0.0001265021334032	0.0011473984598702	0.0025789461220346	0.0002414441688532
CTSS	0.0	0.0004756915038122	8.442840822626597e-05	0.0013816028670473	0.0	0.0	0.0016041485564093
S100A10	0.0	0.0030881046099852	0.0011763926728153	0.0034831293302863	8.085665023153268e-06	0.0	0.0005398271203892
TCHH	7.193814862642991e-06	8.847826394617911e-08	1.5744689648923876e-05	0.0	0.0	8.522949757235363e-05	0.0
S100A9	0.000153302328901	0.000285975313349	6.112480334931678e-05	0.0002636799144629	8.875727355633602e-05	0.0003897520940119	0.0002674904021092
S100A12	1.7616022583172842e-05	4.360912976685729e-05	2.025397607213771e-05	0.0001261602426657	6.394920102492249e-05	7.47898748990666e-05	5.613234885720245e-05
S100A8	5.3045967664210985e-05	0.0001344272362871	7.753468516202733e-05	0.000258543090322	0.0001777658634801	0.0002996105494614	0.0002087950475651
S100A6	0.0	0.0029854316953815	0.0018940591615367	0.0014292910415272	0.0005733882985873	0.0	0.0010268824870405
S100A16	8.467187364406336e-05	0.0005296523133467	0.0020864665772901	0.0013136207993083	0.0021459798049661	0.0	0.0014896761359319
KCNN3	7.827920198413858e-05	0.003821112614865	0.0	0.0	0.0001116380236805	0.0002038626525349	1.4243175061967991e-05
SHC1	0.0001779043814206	0.0005666646193815	0.0027633641839716	0.0004822806006997	0.0004382489250287	1.1251402519591368e-05	0.001529984650415
MEX3A	0.0017232278467781	0.0	0.0	0.0003828035210526	0.0005206534136648	0.0037025955225093	9.5016484689955e-05
BCAN	0.0072216336825007	0.0007068664990962	0.0	0.0	0.002088903018411	0.0	0.0
CD1C	1.5481424401190945e-05	2.3313930651936458e-05	0.0	0.0	2.011173176798057e-05	4.399647977602291e-05	8.144068303941988e-05
IFI16	0.0003873057382004	0.0008044939755427	0.0008715749083894	0.0005324771976987	0.0022802063344394	0.000141944240051	0.0022129694052879
CADM3	0.0006306027501374	0.0018112658075126	0.0	0.000153650364243	0.0	0.001706986573896	0.0008890813559991
FCER1A	1.2830803997546486e-05	6.658963730956585e-05	3.134528280101679e-05	1.025043971755512e-05	4.13288698664194e-06	4.391586418249553e-05	0.0001190864959195
ATP1A2	0.0	0.0007063883863674	0.0	0.0	0.0053817564167546	0.0	0.0
NHLH1	0.0	1.939077265974542e-05	2.686255014585154e-05	9.443178003727365e-06	0.0001751061853605	0.0007339469257697	3.415357550586813e-05
CD244	1.08355341586311e-05	7.19691280341307e-06	1.7493650935171375e-05	7.136509341928863e-05	0.0	3.22192851540649e-05	0.0001118099478067
ADAMTS4	3.2347829206531943e-05	0.0	0.0	0.0004157715529792	0.0	4.908602865769481e-05	0.0014334832084237
HSPA6	0.0002245047679005	4.8495373531782784e-05	0.0002495115899953	0.0012362439046761	0.0002743124080647	0.0	0.0
UAP1	0.0003666390377553	0.000723684674745	0.0008710220096909	0.0026304769702256	0.0003864824751236	0.0002961530079496	0.0006729003115971
DDR2	0.0002265108293562	0.0017872458704532	0.0014429095354652	0.000944497187719	0.0004279857188866	7.4119165986824e-05	0.0004663282517861
RGS4	0.0	0.0	0.001037236145561	0.0	6.224726260772834e-05	0.0	0.0005963943398458
FAM78B	5.184678664250343e-05	0.0006035542719685	0.0027013023596329	0.0	2.3910639118567863e-05	9.050208732638004e-06	0.0006991612485797
DPT	0.0	0.0	0.0011353072983608	0.0	0.0	0.0	0.0
ATP1B1	4.9443590969348064e-05	0.0036533230954297	1.5519671034368532e-05	0.0003752876447809	0.0006823379240066	0.0008617696486376	2.8618621097296288e-05
SELE	0.0	0.0002287208347977	0.0001292937261019	0.0002325898020137	0.0	0.0	0.0
PRRX1	0.0006834364600808	0.0018116724202492	0.0017430975399546	9.681196487053352e-05	0.0005382322821655	9.416600116200926e-05	0.0025472090906417
FMO3	4.864783502925336e-05	0.0004643837993153	2.0013525567534263e-06	0.0	3.0740667156753596e-05	3.300299523329873e-05	0.0
MYOC	0.0	4.070125498450602e-05	0.0	0.0	0.0002324009424578	0.0	0.0
KIAA0040	0.0	0.0012093246617545	0.0	0.0	0.0018646680207814	0.0	0.0008803652944691
TNR	0.0058066436316059	0.0	0.0	0.0	0.0	0.002083163493435	0.0
PAPPA2	0.0	0.0004965555555655	0.0002225654843609	0.0005289572252487	2.3193003782461293e-05	5.489619817945719e-05	0.0001479894353302
BRINP2	0.0020605023925437	0.0002324012088684	0.0	0.0006381095572052	0.0010387002482904	0.0003221931999904	0.001312062785206
AL136114.1	0.0017058031474116	0.0	0.0	0.0	0.0	0.0	2.028223400654196e-05
IER5	0.0008394020082273	0.0002405832302054	0.0007630755889905	0.0009296133189686	0.0012910656357535	0.0001197914514833	0.0025416428134633
CACNA1E	0.0002621104188551	0.0	0.0	0.0	0.0	0.0041642041957035	0.0
GLUL	4.7705959708432826e-05	0.0009307721206158	0.0	0.0025963948581552	0.0017390912362839	0.0	0.0016241334914346
RGS16	2.620528634364085e-05	0.0002039446016444	0.0	0.000726487145545	0.0002838820518063	0.0	0.0017357734589637
LAMC1	2.662972951927524e-05	0.0	0.0023936315224795	0.000769191729604	0.0011893792687696	0.0	0.002034068265647
NMNAT2	0.0014728785255189	0.0004623723407489	5.279505656160045e-05	0.0001766618146816	0.000221967596733	0.0031604902058841	0.0
NIBAN1	0.0	0.0015569403428809	0.00132756417858	0.0015802670071437	6.9433034143438394e-06	0.0	0.0005251169736768
PTGS2	0.0	0.0	0.0	0.0026242275811383	0.0	0.0	0.0002861291490777
AL136372.2	0.0001553468656846	7.748521576156292e-05	0.0	3.484560053698534e-05	1.7053865131306265e-05	0.0	0.0
RGS1	4.6341190179196856e-05	0.0001771134595366	0.0002759592060434	0.00073111826779	8.404686437540345e-05	0.0004335822521226	0.000550900687922
RGS2	0.0005347896353787	0.000541662373592	4.3727530221872427e-05	0.0018745281852923	7.174367117379168e-06	7.651541675186558e-05	0.0021872032527247
CFH	0.0	0.0018423912303736	0.0015873346170371	0.0	0.0016766944497357	0.0	0.0
LHX9	0.0001799238557005	0.0006404519005606	0.0001315552393524	0.0012114240433518	0.000171810939886	6.0524758985879976e-05	0.0
PTPRC	0.0	0.0001494363770541	3.849801118508486e-05	0.0002331393195561	0.0002374732469661	0.0004803528575437	0.0007207775599902
AC105941.1	3.06508485581423e-05	2.8910557527863423e-06	0.0	0.0	0.0	0.00025961483049	0.0
KIF21B	0.0014945292373993	0.0001872136488916	0.0	0.0	0.0001467174109848	0.0022005540187834	1.4441560747002682e-06
CACNA1S	2.514763658747525e-05	0.0005753007301318	0.0	0.0	0.0	0.0	0.0
IGFN1	4.640737596893606e-05	0.0005456955697313	0.0	0.0	2.2520182893012005e-05	0.0001639038185401	0.0
CSRP1	0.0	0.0042112449441982	0.0009764121051766	0.0003515085761288	0.0002454607826807	0.0	0.0002823939450278
LMOD1	0.0	0.0022191528296869	0.0	3.230729886382088e-05	0.0	4.33489456062522e-06	0.0
ELF3	2.3296534869494404e-06	0.0003172243610952	0.0	0.0006106440978474	0.0	5.018929961368309e-06	8.882578500455376e-05
LGR6	0.0	0.0	0.0	0.0	0.0026033528268218	0.0	0.0
SYT2	0.0	0.0	1.028089938722974e-05	2.245815148169816e-05	0.0001847955179518	0.0003752968098038	0.0
MYBPH	0.0	0.0002287431003072	9.587881771855612e-05	0.0003674873175167	0.0	0.0	0.0010601237825909
CHI3L1	0.0	0.0011294098866908	0.0001213594039797	0.000708825725079	0.0	0.0	0.0032868380767164
CHIT1	0.0	0.0	0.0	0.0003940449687637	0.0	0.0	0.0012381298451218
BTG2	0.0014754529094418	0.001117332985899	0.0004927665583409	0.0003605610470506	3.293436759781407e-05	0.0023258955674591	0.0013646025574081
FMOD	0.0	0.0022709967038844	0.0005190726228573	5.573615015327442e-05	0.0003973759013905	0.0	9.831156774104106e-05
PRELP	0.0	3.869797291194532e-05	0.0	0.0	0.0031959428432678	0.0	0.0
ATP2B4	0.0	0.000377231146027	0.0002195950607187	3.6336722934298294e-05	0.0042851140930777	0.0	0.0005014377704362
SNRPE	2.560703990918593e-05	0.0	0.0	0.0001067296321747	0.0050564605829108	0.0	0.00043224537539
LINC00303	0.0	0.0	0.0	4.976742847483895e-05	9.761248851262438e-05	0.0	0.0001044621286339
SOX13	0.0001159639221673	0.0	0.0	0.0	0.0041812018620782	0.0002838617598313	0.0
ETNK2	0.0	0.0	0.0	0.0	0.0037360993829423	0.0	0.0003354314858986
GOLT1A	0.0	0.0	0.0	0.0	0.002130996144578	0.0	0.0
PLEKHA6	0.0001416609604197	0.0	0.0	0.0	0.0034520286012498	0.000273691600809	0.0
PPP1R15B	3.109966838457004e-05	0.0	0.0	0.0001673571442308	0.004920836738574	0.0	0.0004422608777053
PIK3C2B	0.0003811381877967	0.0	0.0	0.0	0.0042660630931648	0.0001223385362999	0.0
MDM4	0.0002170365461952	0.0	0.0	0.0001688392922047	0.0053135446944452	0.0002110551639153	0.0002846302408964
LRRN2	0.0001693319629947	0.0	0.0	0.0	0.0041563296119739	4.293499649672023e-05	0.0006749452991484
NFASC	9.252883443391596e-05	0.0002957676322011	0.0003634832993119	0.0002156469028261	0.0010770384900649	0.0001348093930831	0.0018815339620614
CNTN2	0.0	0.0	0.0	0.0	0.0017557705337993	0.0	0.0013479579166764
RBBP5	3.695210145126004e-05	0.0	0.0	0.0	0.0054017895715075	0.0	0.0
DSTYK	4.6485225593418335e-05	0.0	0.0	0.0	0.0054003133052246	0.0	0.0
KLHDC8A	3.993337572583485e-05	2.331674281279203e-05	0.0002774346669513	0.0	0.003360415610986	0.0008432592606509	0.0002278144405165
AVPR1B	0.0	0.0	0.0	0.0	6.055939823327412e-05	0.0001556111754179	0.0001695306107077
RASSF5	0.0	0.0	0.0005584661802541	0.0	0.0001952733470424	5.768092889810581e-05	0.002024487275633
DYRK3	4.8071489939063e-06	0.0010254703523591	0.00111212022575	0.0015754425102853	0.0	0.0	0.0012419369489423
FCAMR	0.0	0.0001394102981022	0.0	0.0002373628646736	0.0	0.0	0.0
PLXNA2	0.0006313001728075	0.0001135028731562	5.5434036208067026e-05	5.3165282755119506e-05	0.0009088700435373	0.0021373379427566	0.0012031669888301
AL606753.2	3.198517847226278e-05	1.700269170337623e-05	1.7179638143996397e-07	2.579382320571626e-06	3.124271700557995e-05	7.89367459901388e-05	9.578432820111308e-06
G0S2	0.0	0.0	0.0016896364042611	0.0	0.0001657663428971	7.843079760030229e-05	1.64744784853819e-05
DTL	0.000383260536101	0.0	0.0001793257848374	0.0001406351272309	0.0013036598567576	0.0002401318673935	2.5327857411001146e-06
ATF3	0.0	0.0007280085350302	0.0011654553992228	0.0014026370869103	0.0005270759808409	0.0002709605743243	0.0022232257920277
SMYD2	0.0002201761395425	1.779365949512653e-06	0.0003962077726964	0.0006634666905518	0.0008249946688717	0.000160462457632	0.0017758272142262
PTPN14	0.0	0.0002797328436649	0.0016054455341629	0.0010693313141787	0.0011018658541839	0.0	0.0011787169974108
CENPF	0.0003105141826657	0.0001389236827408	0.0001765302882429	0.0005052476972957	0.0016449665431287	0.0002030554921506	0.000123665142087
TGFB2	0.0	0.0029050899806762	0.0018285796640249	0.0	0.0002731231943292	0.0	0.0003589878631452
CNIH3	8.377218905048265e-05	0.0	0.0027359535452617	0.0001587489193104	0.0003713357985338	8.352835274484206e-06	0.0018021198149851
AL596330.2	0.0	6.606144651662782e-05	1.848908823940087e-05	0.0002146080796026	0.0002361046255751	8.555422139556714e-05	6.209679850022454e-05
AL117348.1	0.0	0.0001094310652644	4.3243216655493675e-05	1.845612480337939e-05	1.3061870464535253e-05	0.0	6.71230881381676e-05
LEFTY2	0.0	0.000293438675155	4.2914663573209865e-05	6.349275288711186e-05	3.1580045724607056e-05	0.0	0.0001386537268799
RHOU	0.0010061540022967	0.0001766785154565	0.0008188486208649	0.0	0.002199288735303	0.0001455146312204	0.0020525149390082
ACTA1	6.14641809690489e-05	0.0002639746744947	3.451064305626707e-05	0.0001865866956227	3.04240973667926e-05	5.087857574497088e-05	5.233752467185089e-05
AGT	0.0	0.0006856578987179	0.0001339787229321	0.0	0.0044688008579678	0.0	0.0
SIPA1L2	0.0002646617950531	0.0004979439589558	0.001141726469121	0.000527749109819	0.0016971062444522	0.0001868996393319	0.0019506278420164
NID1	0.0004468466224744	0.0002621278198125	0.0014373729574161	0.0004040161539148	0.0003126361204952	0.0	0.0007254191541633
CHRM3	2.62932371056024e-05	0.0	0.0003333705814167	0.001116822353681	0.0008612722434436	1.4077392941639992e-05	0.000351922889213
AL645465.1	0.0001303379987051	6.066455781846083e-05	0.0	9.492147478411676e-07	3.318817466096248e-05	3.209292717720644e-05	3.0920429480186823e-06
FAM110C	0.0	0.0	0.0	0.0015830380920158	0.0	0.0	0.0018679379951189
ALKAL2	0.0	0.0007429024003005	0.0	0.0004797794682968	0.0	0.0	0.0001328977068391
SNTG2-AS1	5.542358814996049e-05	0.0004884343953099	0.0	7.281600247955312e-05	0.0	6.074935969514406e-06	0.0
PXDN	0.0	0.0004438468633639	0.0002283324237695	6.718112868635753e-05	0.0	0.0049588856693959	0.0001042317980092
MYT1L	0.0	0.0	0.0	0.0	0.0001960275813309	0.0014653968506314	0.0
AC093390.1	3.3086407743840615e-06	0.0001136313254748	0.0	0.0	4.8263557838696746e-05	1.9296324157641965e-05	1.843342640535472e-05
DCDC2C	0.0	0.0	0.0	0.0007873076758264	0.0	1.2390136362751728e-05	0.0
SOX11	0.0006704265947861	0.0	0.0	0.0012207816001301	0.0011559112175205	0.0034239753988285	0.0004013950892262
SILC1	0.0012315358585208	0.0	0.0	6.726922624616077e-05	0.0005287415668122	0.0015517999167406	0.0
RSAD2	0.0	0.0005480296735466	0.0001634884295357	0.0	0.0017009711026067	0.0	0.0
RRM2	0.0001147371011373	1.3918604698561015e-06	0.0001013924405384	0.0001677574053237	0.0008960178758577	2.648022902291065e-05	0.0
NTSR2	4.4679391442409584e-05	0.001153085839586	0.0	0.0	0.0001565937783127	0.0	0.0
LRATD1	0.0	0.0	0.0005433573489748	0.0005032777491579	0.0011865706665027	0.0004760100708142	0.0003888630116116
NBAS	0.000491504486907	0.0003704870382026	0.0006674312423534	0.0007082564160424	0.0013157303109768	0.0008066033050688	0.0003833153585461
DDX1	0.0007655493127821	0.0003226584143089	0.0005458875895732	0.0005185435575899	0.0013176152807764	0.0011203799131577	0.000594674017913
MYCNOS	0.0	0.0	0.0	0.0	0.0	0.0035004443993308	0.0
MYCN	0.0002304570744236	0.0	0.0	0.0	0.0001145484241741	0.0037252412491533	6.301699670807637e-06
AC010145.1	0.0	0.0	0.0	2.061583965947171e-06	0.0	0.0004808395785959	0.0
GACAT3	0.0	6.797552309727186e-06	0.0	0.0	0.0	0.0027814526535661	0.0
AC010745.2	0.0	2.5875142017426945e-06	0.0	0.0	0.0	0.0012303198667923	3.873416287881592e-06
VSNL1	0.0	0.0	0.0003943129722331	0.0	7.072006531124076e-05	0.0001588133561249	0.0015793473849374
OSR1	3.152715264743696e-05	0.0002068634242033	0.0003878430100374	0.0003452721604437	0.0	0.0	0.0001665499130222
SDC1	5.020152790598939e-06	0.0001691025326969	0.0031152039643	0.0	0.0	0.0	2.4472181903602186e-05
RHOB	0.0015660802607039	0.0024186209800616	0.0004987964142049	0.0010906948472141	0.0008081835492282	0.0014116250746395	0.0014588777138647
TP53I3	0.0004827723943335	0.0004707837967405	0.0010982349358527	0.0001091040995968	0.0008541378912263	4.260908146162681e-07	0.0010095891039896
DPYSL5	0.0	1.0715796150964086e-05	7.198753081078975e-05	0.0001128761479773	0.0024506008757999	0.001359891090444	0.0012148599942187
EMILIN1	0.0	0.0011614330212877	0.0028102828133742	0.0	0.0003389978529987	0.0	0.0005715076699909
EIF2B4	0.0003111433962379	0.0004696901684935	0.0004293374430097	0.0003496206947787	0.0001567880490076	0.0050713042612455	0.0004147815696471
FNDC4	0.0002269543017322	0.0010181329113786	0.0009675979635524	0.0002328708559656	0.0001188394960759	8.403064751315127e-05	0.0027066309417967
FOSL2	0.0	0.0011019337332739	0.0005574827419951	0.0016238938282185	0.0	0.0	0.0027170480131442
